529.06,642.6,441.45,359.66,540.39,692.8,476.31,343.37,486.85,676.91,492.31,301.2,531.16,642.61,528.87,323.85,480.59,627.16,487.13,332.14,521.81,623.65,495,368.32,485.15,663.26,485.18,355.56,523.38,624.33,501.75,383.98,518.32,637.15,469.98,309.89,506.32,651.4,481.86,323.24,521.86,653.66,476.83,302.73,496.8,635.98,470.96,311.72,543.86,641.46,493.6,326.4,519.89,679.02,502.36,302.39,523.13,663.16,508.72,346.14,502.87,622.75,464.19,315.45,518.12,608.43,477.28,347.37,540.63,707.01,546.63,344.84,533.6,635.08,510.53,336.3,499.12,666.97,482.86,342.45,518.2,669.97,502.06,373.35,522.13,669.54,512.81,356.24,533.12,642.42,451.96,336.45,540.01,625.54,523.06,340.4,530.15,647.48,486.43,364.5,515.94,661.15,504.68,356.91,550.34,648.06,511.45,311.54,502.48,625.58,478.57,291.64,519.83,667.57,503.3,360.34,499.25,647.44,460.45,337.74
505.4,673.73,457.62,338.68,494.19,618.38,476.81,344.96,493.92,646.32,490.73,276.38,531.02,652.03,480.69,283.54,498.85,611.07,469.7,292.99,506.27,650.78,438.65,307.67,516.23,675.34,462.22,355.01,480.98,694.04,483.94,365.74,505.2,640.75,522.48,352.07,522.18,651.99,466.12,354.52,518.32,669.17,519.07,302.14,546.99,652.21,504.5,332.51,473.33,651.81,497.1,334.93,526.9,687.54,501.23,360.79,508.74,663.08,472.1,304.42,492.15,617.32,469.91,315.94,516.79,656.58,421.77,365.55,507.84,625.18,450.08,363.02,496.01,667.54,453.71,308.72,568.69,619.18,482.45,339.05,536.55,632.36,487.96,301.74,512.13,670.33,450.51,363.72,502.81,641.19,510.12,318.62,509.24,647.29,466.23,335.07,514.77,678.44,518.03,313.22,531.05,665.01,469.06,349.81,519.88,656.47,499.85,344.06,516.89,644.61,504.38,355.62,521.68,635.64,478.98,315.24,532.95,637.71,515.15,315.56
497.38,658.76,456.78,293.55,516.95,660.2,534.22,340.55,529.7,675.88,531.75,345.32,481.95,622.88,495.72,359.36,505.01,621.61,456.86,328.28,504.16,633.39,529.39,308.11,517.65,655.28,477.62,352.84,541.26,636.49,451.84,354.84,515.37,636.31,474.26,366.5,520.14,647.73,484.66,364.4,538.44,638.32,439.81,327.1,486.7,646.49,486.02,323.37,518.85,641.08,498.36,337.32,508.26,599.4,454.23,314.4,507.5,653.11,423.03,344.43,546.32,672.05,474.31,287.74,536.4,650.91,486,310.87,545.67,677.54,463.67,318.31,509.52,660.19,522.87,316.12,508.99,650.89,465.24,268.06,493.5,660.85,497.58,281.33,507.6,631.55,493.06,335.09,558.39,679.73,491.76,356.67,502.12,613.48,533.81,340.24,465.46,631.14,453.17,370.37,528.88,649.49,494.23,317.68,523.21,673.91,536.8,412.78,516.77,615.93,522.71,326.16,511.28,667.59,498.85,349.95,534.28,641.55,482.85,349.01
518.83,646.53,443.61,305.38,523.8,674.12,487.87,329.79,502.92,662.31,535.26,331.42,542.09,656.95,480.07,327.07,512.99,656.46,494.46,358.71,527.48,615.19,488.3,300.25,506.43,682.11,472.37,303.96,564.9,659.32,428.76,327.36,500.03,660.12,466.37,278.95,525.66,629.66,469.88,289.1,522.55,643.31,504.33,338.62,514.59,652.98,459.2,311.42,518.45,645.35,501.51,324.13,513.03,642.19,490.43,324.69,525.33,659.9,498.28,373.2,537.11,644.22,471.09,332.29,522.33,643.56,512.16,369.71,578.56,643.57,491.16,312.56,560.77,605.99,475.43,314.7,544.15,624.28,446.72,340.1,483.51,669.72,504.47,356.58,497.53,604.55,450.99,358.23,499.52,643.76,490,322.51,533.95,643.56,474.84,301.96,493.5,656.45,465.62,322.75,515.12,663.34,483.42,365.74,516.36,628.21,513.28,386.49,495.9,632,501.92,311.13,513.34,650.31,514.35,359.28,504.39,681.04,489.28,315.91
524.83,667.61,501.93,329.88,540.61,645.37,499.37,317.12,534.04,674.73,490.54,325.14,531.22,661.06,501.23,299.48,527.87,663.55,491.46,356.65,513.41,650.39,538.86,340.35,487.53,637.52,430.56,305.61,554.69,669.2,488.25,322.35,536,671.82,482.14,311.04,528.88,644.3,478.03,319.7,487.88,628.66,471.66,270.34,533.97,637.21,472.3,345.89,508.67,661.19,495.58,326.7,491.01,661.89,518.91,376.59,552.56,643.84,457.28,329.82,494.22,678.92,496.86,327.43,576.2,632.29,528.67,305.86,500.56,666.35,500.01,320.98,523.98,653.46,493.6,341.33,513.31,656.79,473.06,360.66,494.88,658.44,469.32,306.48,518.73,627.81,497.46,340.93,538.34,613.88,451.32,347.34,513.21,695.59,531.66,327.6,522.97,662.89,481.13,311.54,502.95,644.68,516.13,360.29,495.35,648.23,512.88,335.62,536.84,630.39,502.31,348.82,515.49,659.85,506.12,321.19,515.69,650.52,523.75,357.58
521.06,654.01,492.03,346.15,511.09,639.81,511.41,336.04,532.54,663.95,539.7,370.39,510.32,626.23,503.37,367.02,538.21,659.43,483.32,323.6,513.07,664.2,494.13,356.53,492.51,648.22,469.27,329.33,486.04,664.54,447.57,340.85,503.15,602.66,518.02,311.73,499.47,642.21,510.26,333.95,517.23,688.52,468.03,323.15,518.13,625.35,476.01,379.85,491.48,629.15,520.47,318.79,471.75,629.37,492.85,346.22,520.45,652.22,536.25,337.31,511.72,625.68,510.73,328.24,476.34,642.34,486.14,338.44,478.12,660.54,498.4,306.49,501.24,630.38,508.03,328.73,487.24,625.73,500.73,376.36,528.79,659.24,492.84,288.54,538.67,679.48,468.37,274.52,510.48,634.18,455.53,322.74,516.24,619.18,468.2,347.45,491.69,621.16,455.86,325.65,515.08,640.48,479.41,323.82,514.8,646.73,496.82,330.55,561.07,687.95,508.02,373.98,534.48,708.66,454.76,319.62,538.8,671.85,487.93,358.34
536.81,662.74,464.33,321.55,517.04,665.97,486.19,350.48,505.61,672.67,493.66,343.19,544.54,654.42,465.96,320.63,526.49,672.08,565.61,369.14,504.06,660.33,472.37,353.91,502.49,645.62,529.93,311.13,534.28,607.26,464.76,266,511.82,656.87,491.23,391.99,484.96,623.24,490.24,345.35,494.21,640.17,459.71,374.25,586.35,653.91,465.07,347.1,514.27,693.52,488.23,297.11,529.24,665.35,502.28,321.51,535.42,668.76,496.81,364.57,545.87,645.95,495.81,329.86,520.35,657.69,474.77,348.22,507.17,632.47,492.49,276.35,479.12,639.74,508.35,314.9,533.85,668.55,493.98,338.72,536.48,659.83,448.89,324.29,504.82,627.32,470.28,290.6,505.29,619.18,536.23,379.47,552.99,658.59,477.76,391.88,497.26,619.47,454.56,310.16,505.81,622.25,497.21,342.05,526.05,633.73,498.03,280.77,519.96,685.75,476.77,338.07,546.2,643.97,468.82,329.5,551.69,694.93,452.53,358.47
512.03,682.24,500.6,354.47,498.37,654.64,478.81,320.98,508.04,637.42,479.04,325.93,474.38,611.83,463.98,343.47,521.15,622.01,494.48,354.18,505.22,650.71,491.07,303.46,487.92,667.51,467.11,289.2,481.14,640.78,495.6,351.52,505.57,655.31,529.8,300.9,539.73,660.89,508.13,352.15,523.37,647.31,483.22,363.84,536.54,642.33,487.26,324.03,510.44,636.95,441.22,263.27,529.06,640.96,468.1,291.1,531.08,650.21,508.11,309.59,538.17,622.65,481.63,334.03,497.35,604.7,466.02,304.05,519.97,628.2,496.92,355.51,552.4,649.79,506.62,348.4,518.63,661.22,496.4,308.94,494.83,683.16,504.01,272.3,510.11,685.91,461.35,314.03,533.62,622.07,464.94,297.2,516.99,713.59,482.24,312.11,512.24,603.55,495.13,361.67,519.43,622.97,493.95,330.39,515.9,657.88,493.41,357.34,500.86,692.73,460.23,319.73,512.41,681.09,537.41,336.93,521.12,637.68,528.58,315.59
512.13,641.18,466.36,346.41,541.61,660.04,478.68,313.39,493.89,656.07,487.03,340.33,517,687.5,512.16,337.49,500.47,667.1,495.27,378.95,517.87,685.62,477.18,333.35,513.57,637.23,534.3,367.91,514.19,638.47,534.2,353.66,498.72,634.34,474.96,320.99,467.68,654.3,480.32,349.69,537.13,648.86,491.86,365.22,543.66,642.57,499.86,337.74,524.49,598.32,493.35,354.82,498.19,659.13,507.82,325.26,545.62,665.33,481.47,360.4,533.16,633.83,463.75,320.43,527.61,667.42,505.34,351.36,524.21,647.89,547.48,362.81,517.8,666.26,442.14,287.33,505.1,651.93,500.23,356.2,532.26,618.48,485.01,335.82,523.95,663.29,486.59,364.58,513.2,685.33,500.22,321.13,493.57,652.13,469.63,303.4,490.67,633.05,497.48,352.98,516.32,653.36,468.53,373.2,512.65,600.89,496.72,323.66,514.63,666.51,477.82,323.64,521.55,632.84,497.56,315.18,543.7,595.6,472.04,326.75
504.96,647.14,507.66,339.21,490.35,639.88,488.11,380.95,509.86,647.68,490.92,326.73,515.16,635.38,547.41,300.87,518.83,624.97,504.38,327.49,496.6,646.93,491.09,325.75,507.39,658.62,531.03,343.35,518.95,662.23,475.61,326.06,535.63,661.42,501.64,317.86,543.48,640.56,495.04,331.35,516.66,641.2,506.99,306.1,528.26,643.07,509.09,352.46,511.07,633.45,475.33,348.09,507.62,613.56,516.41,342.56,534.93,628.05,500.28,311.14,510.41,664.71,475.84,320.01,482.91,667.94,460.42,304.41,538.09,665.22,498.62,311.97,494.77,654.32,492.4,359.92,559.83,689.51,536.56,326.27,518.33,657.2,526.97,320.83,509.7,642.68,501.87,313.71,508.64,655.3,486.01,308.56,518.72,664.72,477.69,366.61,517.31,663.68,502.23,327.61,521.4,644.1,484.77,327.52,496.66,659.52,478.48,341.64,490.59,674.19,528.69,370.57,518.5,619.04,482.57,336.5,465.79,670.66,491.42,293.6
